date (column should be removed),close_price,1_days_ago,2_days_ago,3_days_ago,4_days_ago,5_days_ago,6_days_ago,7_days_ago,8_days_ago,9_days_ago,10_days_ago,11_days_ago,12_days_ago,13_days_ago,14_days_ago,15_days_ago
11/27/2022,128.855,128.67,129.04,128.3,128,128.6,127.63,126.8575,126.955,126.76,127.15,128.74,131.22,131.03,132.0225,131.065
